pixel_id,lat,lon,region,dominant_pft,pft_purity,pft_entropy,TREES-NE,TREES-BD,TREES-BE,TREES-ND,SHRUBS-NE,SHRUBS-BE,SHRUBS-BD,SHRUBS-ND,GRASS-NAT,GRASS-MAN
g053_trees_be,4.998611111104324,-1.9986111110968636,Other,TREES-BE,0.51,0.6929471674455263,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
g054_trees_be,4.998611111104324,103.00138888891155,Southeast Asia,TREES-BE,0.64,0.65341819501475,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
g055_shrubs_bd,3.9986111111042533,47.00138888890703,East Africa / Sahel,SHRUBS-BD,0.83,0.4558862132484065,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,17.0,0.0
g056_trees_bd,0.9986111111040117,17.001388888904643,Other,TREES-BD,1.0,2.486791900433569e-10,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g057_grass_man,0.9986111111040117,34.00138888890601,East Africa / Sahel,GRASS-MAN,0.88,0.36692499149375774,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
g058_shrubs_be,-5.0013888888964715,-40.99861111109999,Other,SHRUBS-BE,1.0,2.486791900433569e-10,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
g059_grass_man,-9.001388888896798,31.00138888890575,Central/Southern Africa,GRASS-MAN,0.49,1.04399730759454,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,49.0
g060_shrubs_be,-13.001388888897111,-58.99861111110144,Amazon / Tropical S. America,SHRUBS-BE,0.74,0.5730569173524686,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,26.0,0.0
g061_grass_nat,-14.001388888897196,-50.998611111100786,Amazon / Tropical S. America,GRASS-NAT,0.73,0.6545528943149338,0.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,73.0,0.0
g062_grass_nat,-18.00138888889751,-41.998611111100075,Other,GRASS-NAT,0.58,0.6802920004132016,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0
g063_shrubs_bd,-20.001388888897665,31.00138888890575,Central/Southern Africa,SHRUBS-BD,0.51,0.6929471674455263,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,49.0,0.0
g064_shrubs_be,-23.001388888897907,-56.99861111110127,Southern S. America,SHRUBS-BE,0.58,0.9540297560780849,0.0,0.0,15.0,0.0,0.0,58.0,0.0,0.0,27.0,0.0
g065_shrubs_bd,-23.001388888897907,17.001388888904643,Central/Southern Africa,SHRUBS-BD,0.68,0.6268694577934745,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,32.0,0.0
g066_grass_nat,-24.001388888897992,148.00138888891513,Australia,GRASS-NAT,0.67,0.8615516846029199,0.0,15.0,0.0,0.0,0.0,0.0,18.0,0.0,67.0,0.0
g067_grass_nat,-30.001388888898475,119.0013888889128,Australia,GRASS-NAT,0.7,0.6108643022759417,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,70.0,0.0
g068_grass_nat,-38.001388888899115,-72.99861111110255,Southern S. America,GRASS-NAT,0.44,0.9893672810392419,0.0,0.0,13.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0
g069_trees_nd,-41.00138888889935,175.0013888889173,Other,TREES-ND,0.9,0.3250829736124964,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,10.0,0.0
