,tmmx,tmmn,pr,srad,vpd,sph,vs
2022-09-08,302.91687,296.10526,1.0590553,120.81778,0.86080027,0.015934465,0.64867353
2022-09-09,301.5957,295.43137,4.2071342,119.564445,0.37198877,0.017333187,1.4382533
2022-09-10,304.55972,295.84106,2.357006,149.7963,0.38088775,0.01753739,2.0087504
2022-09-11,305.49588,295.361,3.0999184,204.70592,0.6237781,0.017397344,1.4909862
2022-09-12,303.50616,295.93655,4.7564507,131.02667,0.47480083,0.017778771,1.7214628
2022-09-13,303.4344,295.3483,1.6269684,156.81926,0.5558729,0.017011134,1.3791193
2022-09-14,305.89587,293.9538,0.21839142,245.12592,1.0705233,0.01413016,1.167788
2022-09-15,305.43945,294.1394,0.0009536743,241.84964,0.9887736,0.014293662,2.459993
2022-09-16,303.8279,294.7153,1.0032654,176.53036,0.8011186,0.014820311,3.0213711
2022-09-17,302.42914,295.08163,1.9931793,195.22444,0.7531655,0.015229757,2.768156
2022-09-18,302.6281,295.40155,5.990505,157.61037,0.49132204,0.016319422,3.163303
2022-09-19,304.0545,295.80606,1.9564629,156.67259,0.57507825,0.016833244,2.1455278
2022-09-20,306.67334,295.16315,0.0076293945,253.26445,1.0217311,0.015458673,2.0860405
2022-09-21,305.55643,294.0503,0.04339218,237.74889,1.021447,0.014821825,1.9690769
2022-09-22,308.44223,293.5606,0.0,249.7474,1.1518123,0.014645543,1.0778956
2022-09-23,301.96408,296.76288,0.0,232.99702,1.262919,0.012958604,1.379041
2022-09-24,303.66425,290.27277,0.0,226.9763,1.0484569,0.011049441,2.6962628
2022-09-25,306.2915,289.64438,0.0,245.91777,1.2543314,0.011165397,1.2042016
2022-09-26,308.36334,292.99295,0.0,240.1311,1.4281664,0.013011557,0.9466509
2022-09-27,303.95547,293.25903,0.0,217.98889,1.722325,0.009942801,1.6190132
2022-09-28,297.46677,292.74548,0.071525574,77.69852,0.98796093,0.009619529,4.757955
2022-09-29,293.55,287.93207,2.6898384,100.61926,0.9491856,0.0073990067,6.9283595
2022-09-30,300.24542,290.29926,0.0009536743,224.4763,1.0478996,0.008783374,4.8075476
2022-10-01,304.06284,288.24237,0.0,251.50444,1.1974308,0.008918319,1.8191688
2022-10-02,303.2599,288.1471,0.0,251.39037,1.3864335,0.007922676,2.4120474
2022-10-03,297.22278,288.1029,0.0,151.32964,0.8076067,0.0094855465,2.9108117
2022-10-04,299.38983,286.06995,0.0,248.13037,1.03187,0.0072069494,3.1914737
2022-10-05,302.8399,283.1542,0.0,243.1252,1.0419736,0.0072078337,0.6699123
2022-10-06,305.21594,284.78986,0.0,247.01852,1.447946,0.007206422,1.1104305
2022-10-07,306.98907,285.7854,0.0,245.51036,1.6474819,0.0067923455,1.1128858
2022-10-08,306.99152,286.1231,0.0,241.35258,1.6726797,0.0074890163,0.35470772
2022-10-09,305.754,287.20697,0.0,222.13408,1.415373,0.008778691,0.47510675
2022-10-10,305.22275,288.26776,0.0,232.46297,1.4992607,0.008414304,1.1021432
2022-10-11,305.5863,291.21576,0.0104904175,188.41037,0.85651994,0.012785869,2.2938933
2022-10-12,305.07178,294.3816,0.99897385,131.16444,0.7178712,0.0152025195,2.125474
2022-10-13,305.13193,293.32385,0.58078766,143.76741,1.0078433,0.013786682,2.1116517
2022-10-14,304.9992,288.94403,0.0,232.47037,1.6374028,0.007893987,2.108057
2022-10-15,305.4994,286.07397,0.0,229.4548,1.3857673,0.0074212253,1.820651
2022-10-16,306.18134,283.81287,0.0,224.4437,1.2902565,0.008178204,1.2925819
2022-10-17,302.7622,291.5914,8.662701,143.83408,0.6456485,0.013263676,1.9920421
2022-10-18,297.16794,289.68826,0.0,222.37555,1.2152439,0.007527478,2.7306936
2022-10-19,292.04315,278.45984,0.0,236.56815,0.9061082,0.0031055629,3.396419
2022-10-20,295.86224,276.1778,0.0,230.6489,0.81187713,0.0036485228,1.4955156
2022-10-21,296.9006,276.56567,0.0,225.62297,0.93031704,0.003490267,1.8625686
2022-10-22,299.39963,279.51343,0.0,219.67778,0.9364389,0.004940417,2.2682304
2022-10-23,301.63565,281.1745,0.0,213.56297,0.8309766,0.0069973776,1.7080173
2022-10-24,301.94016,284.0952,0.0,207.78,0.87083566,0.008438809,1.937003
2022-10-25,303.17636,281.75977,0.0,177.19481,0.9438312,0.00820218,1.1801451
2022-10-26,302.25262,290.1301,0.5106926,110.242226,0.7738925,0.012230725,2.103647
2022-10-27,303.0368,285.65173,0.0,202.10667,1.2043612,0.008342176,1.6427542
2022-10-28,298.02313,291.58163,2.0046234,80.156296,0.45598745,0.012661036,3.1660452
2022-10-29,294.4871,291.45792,0.71144104,68.78222,0.36472082,0.011683858,2.9827545
2022-10-30,300.95062,291.24774,0.14305115,148.23036,0.5403695,0.012485303,2.1230865
2022-10-31,304.2558,291.9793,0.12207031,146.86075,0.8053014,0.013513701,1.312903
2022-11-01,304.22488,290.5792,0.0,193.5237,1.1159716,0.011665441,0.9986157
2022-11-02,304.52014,287.80426,0.0019073486,178.15111,1.0855362,0.01000119,1.5922225
2022-11-03,301.529,290.9497,0.0,181.04666,0.877043,0.011278167,2.6309297
2022-11-04,302.01218,287.03122,0.0019073486,171.73555,0.67166567,0.010574402,3.0647736
2022-11-05,302.71997,291.22153,1.191616,136.08592,0.54432464,0.013707852,2.2960873
2022-11-06,302.52502,293.89227,4.986286,110.29407,0.5441778,0.015326133,2.5033195
2022-11-07,302.91995,291.31342,0.0,169.39703,0.74013233,0.012973099,3.0214424
2022-11-08,301.82693,290.63928,0.0,176.5452,0.9808332,0.010279507,4.251862
2022-11-09,294.43478,287.52542,0.0,98.69334,0.8645617,0.00731075,5.4397683
2022-11-10,296.3061,290.07095,34.626007,12.515555,0.3048327,0.012739303,6.630112
2022-11-11,298.83,294.57648,4.0307045,56.722965,0.39761353,0.0150801055,5.0114245
2022-11-12,300.82336,292.46704,0.11968613,147.16296,0.6638882,0.012665292,3.2641382
2022-11-13,295.11996,286.63797,0.1654625,123.07259,0.70574653,0.00830748,1.9833895
2022-11-14,294.4679,279.979,0.00333786,138.56,0.4782644,0.0060435785,3.1663115
2022-11-15,298.61884,287.59857,0.81157684,61.86,0.32251263,0.011038938,0.364668
2022-11-16,294.5517,287.865,1.3475418,116.974815,0.36591268,0.010877195,1.8394204
2022-11-17,287.4408,280.92773,0.0,142.68295,0.6802186,0.0039018977,3.0855234
2022-11-18,289.3749,276.16168,0.0,182.80592,0.65172756,0.0032535587,1.7727454
2022-11-19,288.06506,277.91544,0.7581711,89.155556,0.5127525,0.0039642337,2.2390888
2022-11-20,286.18256,281.5954,3.0202866,61.414074,0.472557,0.005154548,2.3188527
2022-11-21,294.65442,280.01422,0.0,146.20815,0.49475664,0.0056568263,2.8486574
2022-11-22,294.94635,285.59778,0.002861023,108.847404,0.37407064,0.008944779,2.9443107
2022-11-23,296.5256,287.39246,0.024795532,109.58667,0.56042206,0.009037258,2.774565
2022-11-24,297.15298,289.41156,1.3980865,62.946667,0.2830882,0.011964347,2.632716
2022-11-25,299.63763,291.33987,0.4644394,85.84074,0.29644322,0.013727662,0.59803855
2022-11-26,296.66327,290.50558,0.42581558,49.21259,0.36915088,0.0124836955,2.0963266
2022-11-27,300.30157,291.84808,0.25320053,83.91037,0.44920444,0.013679905,3.0444274
2022-11-28,298.74115,284.01453,0.0,160.24445,0.6902232,0.008271272,3.1493163
2022-11-29,299.79504,282.54752,0.0,138.39629,0.5713936,0.008658289,1.1172675
2022-11-30,298.66614,290.11597,3.0522346,92.64518,0.43618238,0.011384129,2.2169921
2022-12-01,292.5755,280.38605,0.011920929,164.92964,0.6066297,0.0061436,2.783854
2022-12-02,298.28937,282.90076,0.0,138.9674,0.5852282,0.007170873,2.7309136
2022-12-03,300.29642,283.10852,0.0,143.87555,0.5758312,0.009170624,1.2369763
2022-12-04,298.06296,288.31793,1.2478828,82.295555,0.5287458,0.01063711,1.3500044
2022-12-05,297.0219,287.5647,0.49114227,81.702225,0.38927186,0.010883103,1.3750702
2022-12-06,300.37738,288.01422,0.0104904175,140.76889,0.53668606,0.010858573,0.92467135
2022-12-07,302.3634,287.5793,0.0023841858,144.74371,0.67310154,0.010803201,0.35505575
2022-12-08,301.58847,286.94775,0.030517578,133.82518,0.68942356,0.010678777,1.3593974
2022-12-09,299.94492,286.99152,0.0,148.38,0.5891682,0.010361466,1.6514984
2022-12-10,294.6084,288.62186,0.228405,76.14445,0.33833492,0.010824503,1.0470358
2022-12-11,290.8539,286.70593,0.07343292,80.68149,0.26131117,0.009535984,1.3393567
2022-12-12,293.4614,285.78015,0.10871887,86.066666,0.3699975,0.00913888,1.0542345
2022-12-13,293.16714,285.80347,0.006198883,67.22222,0.38626027,0.008837671,3.4594767
2022-12-14,297.5724,288.2524,1.6579628,87.35778,0.46739888,0.009991332,2.472392
2022-12-15,295.19116,290.51868,12.042999,50.877037,0.3633994,0.012342442,3.2697961
2022-12-16,291.4621,279.55533,0.0,157.72075,0.6809014,0.0047783614,2.8640842
2022-12-17,292.16446,276.0558,0.0,142.36,0.5514432,0.004311749,1.0292362
2022-12-18,288.5039,279.85693,0.0,163.2526,0.7450266,0.003753662,2.2790394
2022-12-19,291.8364,274.7506,0.0,148.28667,0.4925714,0.003791297,2.3073707
2022-12-20,290.19016,284.48203,2.0561218,49.197777,0.20443428,0.008097975,3.2032552
2022-12-21,286.97394,282.02356,1.5425682,72.64963,0.11429107,0.0073963054,3.8877997
2022-12-22,288.89548,282.28946,0.05865097,80.921486,0.15406513,0.0072480566,1.2068675
2022-12-23,289.524,277.18225,7.268429,144.6074,0.5250713,0.0054854597,3.3448431
2022-12-24,276.0243,268.0431,0.0,161.57481,0.37754652,0.001196662,4.059927
2022-12-25,280.9566,268.38312,0.0,159.74963,0.37833762,0.0014432292,2.8359683
2022-12-26,283.87335,268.5131,0.0,162.11333,0.40327498,0.0019271647,1.4055713
2022-12-27,287.58316,271.64606,0.0,154.39186,0.45723593,0.0023476414,1.6146944
2022-12-28,292.2152,271.54022,0.0,160.38297,0.40770406,0.0034985295,1.9226311
2022-12-29,296.28354,277.1703,0.0,131.91112,0.34782505,0.0061936295,2.2621074
2022-12-30,298.64322,280.81943,0.015258789,142.60371,0.53905916,0.007972374,1.8149894
2022-12-31,295.6676,288.54205,0.78868866,55.217777,0.24075067,0.011859617,2.588437
